Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2953,50,Female,Jewelry,Accessories,62,Alabama,M,Pink,Summer,4.2,No,Free Shipping,No,Yes,3,Venmo,Monthly
2954,45,Female,Scarf,Accessories,32,Maryland,M,Turquoise,Spring,4.0,No,Express,Yes,No,8,Debit Card,Annually
2954,45,Female,Pants,Clothing,26,Maryland,L,Violet,Fall,4.7,No,2-Day Shipping,Yes,Yes,26,Bank Transfer,Annually
2954,45,Female,Socks,Clothing,90,Maryland,M,Red,Summer,4.9,No,Free Shipping,No,No,32,Credit Card,Annually
2955,33,Female,Blouse,Clothing,92,South Dakota,M,Teal,Summer,4.6,No,Standard,Yes,No,4,Credit Card,Annually
2955,33,Female,Hoodie,Clothing,64,South Dakota,M,Gold,Spring,3.7,No,Express,Yes,No,27,Venmo,Annually
2956,42,Female,Jeans,Clothing,69,Vermont,L,Black,Winter,3.7,No,Express,No,Yes,32,Credit Card,Annually
2956,42,Female,Skirt,Clothing,32,Vermont,L,Beige,Winter,4.7,No,Free Shipping,Yes,No,17,Credit Card,Annually
2956,42,Female,Blouse,Clothing,81,Vermont,L,Indigo,Spring,4.1,No,Standard,Yes,Yes,45,PayPal,Annually
2956,42,Female,Jacket,Outerwear,26,Vermont,M,Olive,Spring,3.3,No,Express,No,No,16,Debit Card,Annually
2956,42,Female,T-shirt,Clothing,50,Vermont,M,Olive,Fall,4.2,No,Free Shipping,Yes,Yes,7,Bank Transfer,Annually
2956,42,Female,Shirt,Clothing,85,Vermont,M,Brown,Spring,4.1,No,Standard,Yes,No,44,Credit Card,Annually
2956,42,Female,Sandals,Footwear,23,Vermont,S,Yellow,Winter,3.0,No,Store Pickup,No,No,5,Debit Card,Annually
2956,42,Female,Jeans,Clothing,57,Vermont,L,Orange,Winter,3.3,No,Standard,No,No,44,Credit Card,Annually
2956,42,Female,Blouse,Clothing,24,Vermont,M,Pink,Spring,3.2,No,Store Pickup,No,Yes,4,Venmo,Annually
2957,52,Female,Sunglasses,Accessories,25,Montana,L,Beige,Summer,3.1,No,Next Day Air,Yes,No,33,Venmo,Monthly
2957,52,Female,Backpack,Accessories,69,Montana,M,Pink,Fall,3.8,No,Express,Yes,No,39,Cash,Monthly
2957,52,Female,Shoes,Footwear,72,Montana,L,Cyan,Fall,3.5,No,Next Day Air,Yes,No,1,Bank Transfer,Monthly
2957,52,Female,Handbag,Accessories,98,Montana,M,Green,Fall,4.8,No,Express,No,No,11,Venmo,Monthly
2957,52,Female,Shoes,Footwear,71,Montana,XL,Olive,Fall,3.9,No,Express,No,No,43,Venmo,Monthly
2957,52,Female,Sandals,Footwear,21,Montana,L,Teal,Summer,3.0,No,Standard,Yes,No,12,Venmo,Monthly
2958,69,Female,Jewelry,Accessories,36,South Dakota,M,Teal,Fall,4.6,No,Next Day Air,Yes,No,4,PayPal,Annually
2958,69,Female,Gloves,Accessories,26,South Dakota,L,Brown,Summer,2.9,No,2-Day Shipping,No,No,39,Venmo,Annually
2958,69,Female,Boots,Footwear,37,South Dakota,M,Lavender,Fall,3.4,No,Express,Yes,No,20,Bank Transfer,Annually
2958,69,Female,Sunglasses,Accessories,20,South Dakota,L,Gray,Winter,4.9,No,Store Pickup,No,No,49,Debit Card,Annually
2958,69,Female,Backpack,Accessories,90,South Dakota,M,Turquoise,Winter,3.5,No,Store Pickup,No,No,47,PayPal,Annually
2958,69,Female,Handbag,Accessories,80,South Dakota,L,Gold,Summer,4.4,No,Store Pickup,Yes,Yes,43,Credit Card,Annually
2958,69,Female,Sneakers,Footwear,77,South Dakota,M,Cyan,Summer,2.5,No,Standard,Yes,Yes,34,Venmo,Annually
2959,55,Female,Shirt,Clothing,83,Ohio,M,Silver,Spring,3.0,No,2-Day Shipping,Yes,No,21,Credit Card,Monthly
2959,55,Female,Gloves,Accessories,21,Ohio,M,Silver,Winter,3.1,No,Store Pickup,No,Yes,45,Venmo,Monthly
2959,55,Female,Hat,Accessories,68,Ohio,L,Charcoal,Winter,2.8,No,2-Day Shipping,No,Yes,1,Cash,Monthly
2959,55,Female,Boots,Footwear,71,Ohio,L,Charcoal,Summer,4.0,No,Express,Yes,No,40,Debit Card,Monthly
2960,38,Female,Coat,Outerwear,82,Texas,M,Orange,Spring,4.8,No,2-Day Shipping,No,No,9,Cash,Quarterly
2960,38,Female,Sandals,Footwear,39,Texas,S,Red,Spring,4.0,No,2-Day Shipping,No,No,14,Debit Card,Quarterly
2960,38,Female,Gloves,Accessories,41,Texas,S,White,Spring,3.5,No,Standard,No,No,18,PayPal,Quarterly
2960,38,Female,Skirt,Clothing,62,Texas,M,Turquoise,Fall,5.0,No,2-Day Shipping,No,No,15,Venmo,Quarterly
2960,38,Female,Sneakers,Footwear,54,Texas,XL,Violet,Fall,2.7,No,Standard,No,No,8,Credit Card,Quarterly
2960,38,Female,Jacket,Outerwear,96,Texas,XL,Teal,Summer,2.9,No,Store Pickup,No,Yes,26,Venmo,Quarterly
2960,38,Female,Scarf,Accessories,100,Texas,M,Teal,Summer,3.4,No,Free Shipping,Yes,No,26,Debit Card,Quarterly
2960,38,Female,Handbag,Accessories,51,Texas,M,Teal,Winter,2.8,No,2-Day Shipping,No,No,35,Venmo,Quarterly
2960,38,Female,Scarf,Accessories,32,Texas,M,Brown,Spring,3.0,No,Next Day Air,No,Yes,41,Cash,Quarterly
2960,38,Female,Shorts,Clothing,78,Texas,M,Charcoal,Fall,3.9,No,Next Day Air,Yes,No,7,PayPal,Quarterly
2961,57,Female,Pants,Clothing,46,Indiana,S,Indigo,Summer,4.6,No,2-Day Shipping,No,No,33,Debit Card,Weekly
2961,57,Female,Jewelry,Accessories,73,Indiana,S,Violet,Winter,4.2,No,Store Pickup,No,Yes,21,Bank Transfer,Weekly
2961,57,Female,Hat,Accessories,48,Indiana,L,Green,Fall,2.6,No,Next Day Air,Yes,No,23,Cash,Weekly
2961,57,Female,Sunglasses,Accessories,55,Indiana,S,Cyan,Spring,2.6,No,Free Shipping,Yes,Yes,14,PayPal,Weekly
2961,57,Female,Boots,Footwear,98,Indiana,L,Gold,Winter,3.1,No,2-Day Shipping,Yes,Yes,36,Bank Transfer,Weekly
2962,33,Female,Shorts,Clothing,96,New Hampshire,M,Lavender,Fall,2.6,No,Express,Yes,No,6,Credit Card,Bi-Weekly
2962,33,Female,Backpack,Accessories,20,New Hampshire,L,Lavender,Winter,3.4,No,Store Pickup,No,No,35,Debit Card,Bi-Weekly
2962,33,Female,Sneakers,Footwear,60,New Hampshire,L,Charcoal,Fall,2.6,No,Free Shipping,No,No,2,Credit Card,Bi-Weekly
2962,33,Female,Socks,Clothing,94,New Hampshire,M,Orange,Spring,2.7,No,Store Pickup,No,No,42,Bank Transfer,Bi-Weekly
2962,33,Female,Backpack,Accessories,46,New Hampshire,L,Lavender,Summer,3.4,No,Next Day Air,Yes,No,49,Cash,Bi-Weekly
2962,33,Female,Scarf,Accessories,77,New Hampshire,M,Cyan,Summer,4.1,No,Standard,No,No,2,Credit Card,Bi-Weekly
2963,57,Female,T-shirt,Clothing,81,California,M,Teal,Fall,4.5,No,Store Pickup,No,No,48,Credit Card,Every 3 Months
2963,57,Female,Shoes,Footwear,86,California,M,Maroon,Winter,4.4,No,2-Day Shipping,Yes,Yes,24,PayPal,Every 3 Months
2963,57,Female,Hoodie,Clothing,40,California,L,Red,Spring,2.8,No,Free Shipping,Yes,No,5,Venmo,Every 3 Months
2963,57,Female,Sunglasses,Accessories,87,California,L,Magenta,Fall,2.5,No,Standard,No,Yes,48,Bank Transfer,Every 3 Months
2963,57,Female,T-shirt,Clothing,23,California,S,Magenta,Summer,2.5,No,Store Pickup,No,No,27,PayPal,Every 3 Months
2964,52,Female,T-shirt,Clothing,57,Maine,M,Cyan,Spring,3.3,No,Store Pickup,Yes,Yes,16,Credit Card,Weekly
2964,52,Female,Shirt,Clothing,59,Maine,XL,Indigo,Winter,3.7,No,2-Day Shipping,No,No,39,Cash,Weekly
2964,52,Female,Hoodie,Clothing,59,Maine,M,Lavender,Summer,3.0,No,Store Pickup,Yes,Yes,48,Debit Card,Weekly
2964,52,Female,Jewelry,Accessories,38,Maine,L,Magenta,Fall,4.4,No,Store Pickup,Yes,No,49,Cash,Weekly
2964,52,Female,Sneakers,Footwear,28,Maine,XL,Maroon,Summer,3.2,No,Next Day Air,Yes,No,38,Bank Transfer,Weekly
2965,44,Female,Scarf,Accessories,23,Ohio,M,Indigo,Winter,3.9,No,Store Pickup,Yes,Yes,31,Cash,Fortnightly
2965,44,Female,Shirt,Clothing,31,Ohio,M,Gold,Winter,2.5,No,Store Pickup,No,No,29,PayPal,Fortnightly
2965,44,Female,Scarf,Accessories,32,Ohio,S,Indigo,Fall,4.8,No,Store Pickup,No,No,33,Venmo,Fortnightly
2965,44,Female,Hoodie,Clothing,56,Ohio,S,Olive,Fall,4.7,No,Store Pickup,No,No,38,Debit Card,Fortnightly
2965,44,Female,Hoodie,Clothing,94,Ohio,M,White,Winter,3.6,No,Free Shipping,No,No,30,Debit Card,Fortnightly
2966,48,Female,Sandals,Footwear,78,Delaware,S,Cyan,Winter,4.3,No,Standard,No,Yes,10,Venmo,Fortnightly
2966,48,Female,Handbag,Accessories,73,Delaware,L,Turquoise,Winter,3.7,No,Store Pickup,No,No,5,Venmo,Fortnightly
2967,52,Female,Belt,Accessories,78,Oklahoma,M,Cyan,Fall,2.5,No,Store Pickup,Yes,No,5,Credit Card,Every 3 Months
2967,52,Female,Dress,Clothing,91,Oklahoma,S,Pink,Spring,3.2,No,Standard,No,No,29,Debit Card,Every 3 Months
2967,52,Female,Sunglasses,Accessories,31,Oklahoma,M,Brown,Winter,5.0,No,Standard,Yes,Yes,45,PayPal,Every 3 Months
2967,52,Female,Skirt,Clothing,45,Oklahoma,M,Silver,Fall,4.3,No,2-Day Shipping,No,Yes,38,Cash,Every 3 Months
2967,52,Female,Sweater,Clothing,26,Oklahoma,XL,Teal,Winter,3.3,No,Store Pickup,No,No,44,Venmo,Every 3 Months
2967,52,Female,Blouse,Clothing,68,Oklahoma,S,Peach,Summer,2.5,No,Next Day Air,No,No,33,PayPal,Every 3 Months
2967,52,Female,Belt,Accessories,29,Oklahoma,M,Gold,Summer,3.3,No,Express,Yes,No,7,Debit Card,Every 3 Months
2967,52,Female,Scarf,Accessories,51,Oklahoma,M,Olive,Spring,3.4,No,Standard,No,No,30,Credit Card,Every 3 Months
2967,52,Female,Sandals,Footwear,49,Oklahoma,M,Charcoal,Summer,4.0,No,Free Shipping,No,Yes,36,Bank Transfer,Every 3 Months
2968,34,Female,Socks,Clothing,59,Indiana,L,Blue,Winter,3.5,No,Free Shipping,Yes,No,43,Bank Transfer,Annually
2968,34,Female,Jewelry,Accessories,48,Indiana,M,Indigo,Spring,3.5,No,Express,Yes,Yes,28,Bank Transfer,Annually
2968,34,Female,Gloves,Accessories,70,Indiana,XL,Purple,Summer,4.4,No,Express,No,No,20,Credit Card,Annually
2968,34,Female,Coat,Outerwear,79,Indiana,M,Green,Fall,3.5,No,Express,No,No,50,Venmo,Annually
2968,34,Female,Sneakers,Footwear,32,Indiana,M,Blue,Summer,3.2,No,Store Pickup,No,Yes,24,Debit Card,Annually
2968,34,Female,Gloves,Accessories,52,Indiana,L,Teal,Fall,3.6,No,Store Pickup,No,Yes,11,Cash,Annually
2968,34,Female,Hat,Accessories,22,Indiana,L,Indigo,Summer,3.9,No,Standard,No,No,42,Bank Transfer,Annually
2968,34,Female,Hat,Accessories,24,Indiana,S,Lavender,Fall,3.4,No,Free Shipping,No,Yes,13,Venmo,Annually
2968,34,Female,Backpack,Accessories,30,Indiana,M,Cyan,Winter,3.1,No,Free Shipping,Yes,Yes,6,Venmo,Annually
2969,26,Female,Pants,Clothing,48,South Carolina,L,Teal,Spring,3.1,No,Store Pickup,No,Yes,13,Cash,Every 3 Months
2969,26,Female,Sandals,Footwear,28,South Carolina,S,Yellow,Fall,3.5,No,Store Pickup,No,No,11,Venmo,Every 3 Months
2970,36,Female,Belt,Accessories,29,Vermont,M,Silver,Winter,4.9,No,Store Pickup,No,No,35,PayPal,Every 3 Months
2970,36,Female,Sunglasses,Accessories,26,Vermont,L,Lavender,Spring,3.5,No,Store Pickup,No,Yes,37,Cash,Every 3 Months
2970,36,Female,Shoes,Footwear,86,Vermont,L,White,Fall,3.5,No,Next Day Air,Yes,Yes,5,Credit Card,Every 3 Months
2970,36,Female,Scarf,Accessories,88,Vermont,L,Brown,Winter,3.5,No,Express,Yes,Yes,40,Credit Card,Every 3 Months
2970,36,Female,Shoes,Footwear,70,Vermont,L,Lavender,Spring,4.6,No,2-Day Shipping,Yes,Yes,38,Bank Transfer,Every 3 Months
2970,36,Female,Pants,Clothing,97,Vermont,L,Peach,Fall,4.6,No,Store Pickup,Yes,Yes,7,Credit Card,Every 3 Months
2970,36,Female,Sweater,Clothing,38,Vermont,M,Green,Winter,4.0,No,Store Pickup,No,No,48,PayPal,Every 3 Months
2970,36,Female,Sandals,Footwear,68,Vermont,M,Gray,Summer,4.8,No,Next Day Air,Yes,No,16,Bank Transfer,Every 3 Months
2971,24,Female,Shoes,Footwear,50,Kansas,XL,Magenta,Winter,3.4,No,Free Shipping,No,No,11,Cash,Bi-Weekly
2971,24,Female,Sneakers,Footwear,66,Kansas,M,Maroon,Summer,4.9,No,Next Day Air,No,Yes,43,PayPal,Bi-Weekly
2971,24,Female,Shoes,Footwear,88,Kansas,XL,Olive,Winter,4.8,No,Store Pickup,Yes,No,16,Debit Card,Bi-Weekly
2971,24,Female,Shoes,Footwear,73,Kansas,S,Turquoise,Spring,3.8,No,2-Day Shipping,No,No,21,Credit Card,Bi-Weekly
2971,24,Female,Gloves,Accessories,63,Kansas,M,Red,Fall,3.9,No,Free Shipping,No,No,13,PayPal,Bi-Weekly
2971,24,Female,Sneakers,Footwear,23,Kansas,M,Cyan,Spring,3.5,No,Store Pickup,No,No,42,PayPal,Bi-Weekly
2971,24,Female,Boots,Footwear,99,Kansas,M,Silver,Spring,2.6,No,Next Day Air,No,Yes,6,Credit Card,Bi-Weekly
2971,24,Female,Belt,Accessories,53,Kansas,L,Lavender,Fall,4.9,No,2-Day Shipping,No,No,43,Debit Card,Bi-Weekly
2971,24,Female,Gloves,Accessories,78,Kansas,L,Black,Spring,3.3,No,Free Shipping,No,Yes,8,Debit Card,Bi-Weekly
2972,30,Female,Socks,Clothing,37,Utah,M,Charcoal,Winter,4.2,No,Store Pickup,No,No,4,Credit Card,Every 3 Months
2972,30,Female,Pants,Clothing,82,Utah,M,Silver,Spring,4.3,No,Next Day Air,Yes,Yes,34,Cash,Every 3 Months
2972,30,Female,Jeans,Clothing,73,Utah,M,Turquoise,Spring,3.7,No,Store Pickup,No,No,5,Bank Transfer,Every 3 Months
2972,30,Female,Dress,Clothing,68,Utah,S,Teal,Spring,3.6,No,Free Shipping,No,No,8,Cash,Every 3 Months
2972,30,Female,Skirt,Clothing,77,Utah,XL,Orange,Winter,4.0,No,Standard,Yes,No,43,PayPal,Every 3 Months
2972,30,Female,Dress,Clothing,34,Utah,M,Purple,Summer,4.6,No,Store Pickup,Yes,No,20,Venmo,Every 3 Months
2972,30,Female,Handbag,Accessories,55,Utah,L,Black,Spring,3.3,No,Store Pickup,No,Yes,11,PayPal,Every 3 Months
2972,30,Female,Sunglasses,Accessories,86,Utah,L,Indigo,Spring,4.3,No,Express,No,Yes,3,PayPal,Every 3 Months
2972,30,Female,Gloves,Accessories,61,Utah,M,Pink,Summer,3.9,No,Express,No,No,16,Credit Card,Every 3 Months
2972,30,Female,Socks,Clothing,71,Utah,M,Magenta,Fall,4.2,No,Store Pickup,No,No,40,Bank Transfer,Every 3 Months
2973,31,Female,Coat,Outerwear,96,New York,M,Black,Spring,4.6,No,Free Shipping,Yes,No,40,Credit Card,Every 3 Months
2973,31,Female,Sweater,Clothing,32,New York,M,Yellow,Summer,3.5,No,Store Pickup,Yes,No,43,Cash,Every 3 Months
2973,31,Female,Jewelry,Accessories,96,New York,S,Pink,Spring,3.4,No,Express,No,Yes,40,PayPal,Every 3 Months
2973,31,Female,Hoodie,Clothing,72,New York,M,Brown,Spring,3.3,No,Express,No,Yes,33,Bank Transfer,Every 3 Months
2973,31,Female,Dress,Clothing,89,New York,L,Gold,Winter,2.7,No,Express,No,No,37,Bank Transfer,Every 3 Months
2973,31,Female,Sunglasses,Accessories,68,New York,S,Silver,Spring,4.4,No,Free Shipping,No,No,29,Credit Card,Every 3 Months
2973,31,Female,Backpack,Accessories,48,New York,M,Brown,Spring,4.0,No,Express,Yes,No,14,PayPal,Every 3 Months
2973,31,Female,Jacket,Outerwear,25,New York,S,Violet,Fall,4.7,No,Standard,Yes,Yes,40,Bank Transfer,Every 3 Months
2974,25,Female,Shoes,Footwear,75,Indiana,M,Violet,Fall,3.4,No,Next Day Air,No,No,39,Debit Card,Fortnightly
2974,25,Female,Jewelry,Accessories,99,Indiana,M,Olive,Spring,2.9,No,2-Day Shipping,No,Yes,12,Bank Transfer,Fortnightly
2974,25,Female,Shorts,Clothing,88,Indiana,L,Cyan,Spring,3.3,No,Next Day Air,Yes,Yes,33,PayPal,Fortnightly
2974,25,Female,Gloves,Accessories,79,Indiana,L,Purple,Spring,4.1,No,Express,No,No,4,Cash,Fortnightly
2974,25,Female,Skirt,Clothing,34,Indiana,L,Charcoal,Fall,2.9,No,Free Shipping,Yes,Yes,48,Venmo,Fortnightly
2975,57,Female,Sweater,Clothing,76,Tennessee,S,Green,Spring,4.3,No,Standard,Yes,No,14,Bank Transfer,Weekly
2975,57,Female,Skirt,Clothing,36,Tennessee,M,Brown,Winter,3.3,No,Express,Yes,No,23,Venmo,Weekly
2975,57,Female,Jeans,Clothing,29,Tennessee,XL,Green,Fall,4.8,No,2-Day Shipping,No,Yes,23,Cash,Weekly
2975,57,Female,Skirt,Clothing,58,Tennessee,L,Maroon,Winter,3.0,No,Next Day Air,No,Yes,6,Venmo,Weekly
2975,57,Female,Hat,Accessories,56,Tennessee,S,Cyan,Summer,3.7,No,2-Day Shipping,Yes,Yes,13,PayPal,Weekly
2975,57,Female,Socks,Clothing,92,Tennessee,M,Lavender,Winter,2.8,No,Store Pickup,Yes,No,36,Credit Card,Weekly
2975,57,Female,Pants,Clothing,20,Tennessee,L,Teal,Winter,2.6,No,Next Day Air,Yes,Yes,4,Cash,Weekly
2975,57,Female,Socks,Clothing,57,Tennessee,M,Black,Winter,3.9,No,Free Shipping,Yes,No,15,Credit Card,Weekly
2975,57,Female,Dress,Clothing,90,Tennessee,L,Yellow,Fall,4.9,No,2-Day Shipping,No,No,19,PayPal,Weekly
2975,57,Female,Boots,Footwear,77,Tennessee,L,Blue,Summer,3.4,No,2-Day Shipping,No,No,20,Venmo,Weekly
2976,61,Female,Sunglasses,Accessories,93,Georgia,L,Magenta,Summer,4.3,No,Express,No,No,42,PayPal,Every 3 Months
2976,61,Female,Coat,Outerwear,53,Georgia,M,Silver,Spring,3.4,No,Next Day Air,No,Yes,20,Debit Card,Every 3 Months
2976,61,Female,Belt,Accessories,98,Georgia,M,Beige,Summer,3.2,No,2-Day Shipping,Yes,Yes,32,Credit Card,Every 3 Months
2976,61,Female,Hat,Accessories,47,Georgia,S,Pink,Summer,4.4,No,2-Day Shipping,No,Yes,4,Debit Card,Every 3 Months
2976,61,Female,Hoodie,Clothing,44,Georgia,M,Green,Summer,3.0,No,Standard,No,Yes,34,Venmo,Every 3 Months
2976,61,Female,Skirt,Clothing,91,Georgia,M,Teal,Summer,2.8,No,Next Day Air,Yes,Yes,41,Bank Transfer,Every 3 Months
2976,61,Female,Shoes,Footwear,62,Georgia,L,Turquoise,Winter,4.7,No,Free Shipping,No,No,15,PayPal,Every 3 Months
2977,30,Female,Shirt,Clothing,100,Nebraska,XL,Pink,Fall,2.8,No,Free Shipping,No,Yes,9,PayPal,Fortnightly
2977,30,Female,Socks,Clothing,67,Nebraska,M,Beige,Spring,3.2,No,Standard,No,Yes,10,Bank Transfer,Fortnightly
2977,30,Female,T-shirt,Clothing,66,Nebraska,M,Maroon,Winter,4.9,No,2-Day Shipping,No,No,34,Cash,Fortnightly
2977,30,Female,Skirt,Clothing,84,Nebraska,L,Pink,Winter,4.3,No,Next Day Air,Yes,Yes,44,PayPal,Fortnightly
2977,30,Female,Backpack,Accessories,43,Nebraska,M,Silver,Spring,3.4,No,Store Pickup,No,No,50,Cash,Fortnightly
2977,30,Female,Sunglasses,Accessories,60,Nebraska,S,Magenta,Spring,2.7,No,Express,Yes,Yes,38,Cash,Fortnightly
2978,38,Female,Belt,Accessories,65,Washington,S,Blue,Winter,4.6,No,Store Pickup,Yes,Yes,8,Bank Transfer,Annually
2978,38,Female,Hat,Accessories,67,Washington,M,Green,Summer,3.9,No,Standard,No,Yes,17,Debit Card,Annually
2978,38,Female,Socks,Clothing,97,Washington,XL,Olive,Fall,2.9,No,Next Day Air,Yes,Yes,5,Cash,Annually
2978,38,Female,Scarf,Accessories,86,Washington,XL,Indigo,Fall,3.8,No,Store Pickup,No,No,8,Bank Transfer,Annually
2978,38,Female,Shirt,Clothing,40,Washington,S,Yellow,Winter,4.8,No,2-Day Shipping,No,Yes,48,Debit Card,Annually
2978,38,Female,Jeans,Clothing,91,Washington,XL,Cyan,Winter,3.8,No,Next Day Air,No,Yes,6,Debit Card,Annually
2978,38,Female,Jewelry,Accessories,23,Washington,M,Red,Fall,4.6,No,Next Day Air,Yes,No,18,Credit Card,Annually
2979,53,Female,Jewelry,Accessories,66,Idaho,L,Brown,Summer,2.9,No,Express,No,Yes,5,Debit Card,Fortnightly
2979,53,Female,Backpack,Accessories,24,Idaho,L,Lavender,Fall,4.2,No,Next Day Air,Yes,No,31,Debit Card,Fortnightly
2979,53,Female,Shorts,Clothing,88,Idaho,M,Yellow,Summer,4.1,No,Store Pickup,No,No,36,Cash,Fortnightly
2979,53,Female,Backpack,Accessories,49,Idaho,XL,Purple,Spring,3.0,No,Free Shipping,No,Yes,13,PayPal,Fortnightly
2979,53,Female,Backpack,Accessories,33,Idaho,L,Yellow,Spring,3.9,No,Next Day Air,Yes,No,29,Debit Card,Fortnightly
2979,53,Female,Hat,Accessories,59,Idaho,XL,Blue,Spring,4.1,No,Standard,No,Yes,14,PayPal,Fortnightly
2979,53,Female,Hoodie,Clothing,47,Idaho,M,Brown,Spring,4.2,No,Free Shipping,No,No,29,Debit Card,Fortnightly
2979,53,Female,Sunglasses,Accessories,39,Idaho,XL,Peach,Spring,4.9,No,2-Day Shipping,Yes,No,22,Credit Card,Fortnightly
2979,53,Female,Backpack,Accessories,69,Idaho,XL,Beige,Winter,2.8,No,Next Day Air,Yes,Yes,36,PayPal,Fortnightly
2980,31,Female,Blouse,Clothing,47,Louisiana,M,Gray,Fall,3.0,No,Free Shipping,Yes,No,45,Cash,Weekly
2980,31,Female,Sweater,Clothing,39,Louisiana,M,Silver,Summer,4.3,No,Standard,No,Yes,28,Bank Transfer,Weekly
2980,31,Female,Handbag,Accessories,44,Louisiana,M,Gold,Winter,4.0,No,Standard,No,Yes,17,PayPal,Weekly
2980,31,Female,Sandals,Footwear,25,Louisiana,M,Black,Spring,4.6,No,Free Shipping,No,Yes,24,Bank Transfer,Weekly
2981,70,Female,Sandals,Footwear,25,New Jersey,L,Indigo,Spring,4.0,No,2-Day Shipping,No,No,23,Debit Card,Monthly
2981,70,Female,Pants,Clothing,71,New Jersey,S,Lavender,Fall,3.4,No,Express,Yes,No,13,Venmo,Monthly
2981,70,Female,Backpack,Accessories,39,New Jersey,S,White,Winter,4.1,No,2-Day Shipping,No,No,10,Cash,Monthly
2981,70,Female,Gloves,Accessories,75,New Jersey,M,Turquoise,Winter,4.3,No,Next Day Air,Yes,No,47,Bank Transfer,Monthly
2981,70,Female,T-shirt,Clothing,75,New Jersey,M,Silver,Fall,4.0,No,2-Day Shipping,No,No,47,Bank Transfer,Monthly
2981,70,Female,Sneakers,Footwear,51,New Jersey,L,Magenta,Spring,2.7,No,Next Day Air,Yes,Yes,22,Cash,Monthly
2981,70,Female,Hoodie,Clothing,31,New Jersey,XL,Silver,Winter,3.6,No,Next Day Air,Yes,Yes,11,Cash,Monthly
2981,70,Female,Pants,Clothing,41,New Jersey,M,Maroon,Summer,4.9,No,Next Day Air,Yes,Yes,11,Credit Card,Monthly
2981,70,Female,Sandals,Footwear,41,New Jersey,M,Brown,Winter,3.4,No,Store Pickup,Yes,No,31,PayPal,Monthly
2982,21,Female,Boots,Footwear,48,Delaware,L,Turquoise,Summer,2.7,No,Next Day Air,Yes,Yes,6,Credit Card,Annually
2982,21,Female,Pants,Clothing,100,Delaware,L,Lavender,Fall,5.0,No,2-Day Shipping,No,No,33,Venmo,Annually
2982,21,Female,Sunglasses,Accessories,42,Delaware,M,Green,Spring,3.5,No,Next Day Air,No,Yes,8,Debit Card,Annually
2982,21,Female,T-shirt,Clothing,67,Delaware,L,Charcoal,Spring,2.5,No,Standard,Yes,No,1,Venmo,Annually
2983,33,Female,Skirt,Clothing,46,Wisconsin,M,Beige,Fall,2.7,No,Free Shipping,Yes,Yes,26,Debit Card,Weekly
2983,33,Female,Hoodie,Clothing,34,Wisconsin,M,Lavender,Summer,4.8,No,Free Shipping,No,No,23,Cash,Weekly
2983,33,Female,Coat,Outerwear,95,Wisconsin,L,Teal,Spring,2.7,No,Next Day Air,Yes,Yes,28,PayPal,Weekly
2983,33,Female,Sandals,Footwear,30,Wisconsin,XL,Maroon,Spring,4.5,No,2-Day Shipping,Yes,No,14,Debit Card,Weekly
2983,33,Female,Shoes,Footwear,64,Wisconsin,M,Turquoise,Spring,4.9,No,Next Day Air,No,Yes,25,Credit Card,Weekly
2983,33,Female,Jewelry,Accessories,61,Wisconsin,L,Green,Spring,3.4,No,Store Pickup,Yes,No,48,Venmo,Weekly
2984,60,Female,Sneakers,Footwear,88,West Virginia,M,Yellow,Spring,3.1,No,Next Day Air,Yes,No,42,PayPal,Quarterly
2984,60,Female,Skirt,Clothing,29,West Virginia,M,Charcoal,Spring,5.0,No,Free Shipping,No,Yes,48,PayPal,Quarterly
2984,60,Female,Sunglasses,Accessories,35,West Virginia,L,Teal,Winter,3.5,No,2-Day Shipping,Yes,No,4,PayPal,Quarterly
2984,60,Female,Shorts,Clothing,42,West Virginia,S,Green,Summer,4.0,No,Store Pickup,No,Yes,19,PayPal,Quarterly
2984,60,Female,Boots,Footwear,93,West Virginia,S,Teal,Fall,2.7,No,2-Day Shipping,Yes,No,48,Debit Card,Quarterly
2984,60,Female,Shorts,Clothing,90,West Virginia,L,Turquoise,Spring,4.6,No,2-Day Shipping,No,Yes,25,Debit Card,Quarterly
2984,60,Female,Sweater,Clothing,88,West Virginia,L,Lavender,Summer,2.8,No,2-Day Shipping,Yes,Yes,12,Credit Card,Quarterly
2984,60,Female,Boots,Footwear,24,West Virginia,L,Peach,Summer,3.1,No,2-Day Shipping,No,No,10,Credit Card,Quarterly
2984,60,Female,Socks,Clothing,52,West Virginia,M,Green,Spring,4.2,No,Standard,Yes,Yes,45,PayPal,Quarterly
2984,60,Female,Blouse,Clothing,28,West Virginia,L,Gold,Spring,4.7,No,Free Shipping,Yes,Yes,45,Cash,Quarterly
2985,45,Female,Coat,Outerwear,61,Texas,XL,Orange,Winter,3.9,No,2-Day Shipping,No,No,28,Debit Card,Bi-Weekly
2985,45,Female,Gloves,Accessories,99,Texas,S,Silver,Winter,3.7,No,Express,Yes,Yes,5,Credit Card,Bi-Weekly
2986,46,Female,Dress,Clothing,73,Hawaii,M,Cyan,Winter,4.5,No,Store Pickup,Yes,Yes,27,Credit Card,Bi-Weekly
